ID,HeartPy_Metrics
0321,"{'bpm': np.float64(68.17563276784904), 'ibi': np.float64(880.0798403193613), 'sdnn': np.float64(127.28703639219289), 'sdsd': np.float64(129.61232188907414), 'rmssd': np.float64(178.86374553790722), 'pnn20': 0.7982261640798226, 'pnn50': 0.541019955654102, 'hr_mad': np.float64(80.0), 'sd1': np.float64(126.4757430831255), 'sd2': np.float64(122.52731694412103), 's': np.float64(48684.42398782926), 'sd1/sd2': np.float64(1.032224864115854), 'breathingrate': np.float64(0.3401977683026399)}"
0322,"{'bpm': np.float64(58.95799148258103), 'ibi': np.float64(1017.6737451737451), 'sdnn': np.float64(95.5078062157007), 'sdsd': np.float64(61.28731601616601), 'rmssd': np.float64(81.51192856887685), 'pnn20': 0.5726915520628684, 'pnn50': 0.3575638506876228, 'hr_mad': np.float64(44.5), 'sd1': np.float64(57.59868947822077), 'sd2': np.float64(119.07169260046756), 's': np.float64(21546.21563899682), 'sd1/sd2': np.float64(0.48373117254230247), 'breathingrate': np.float64(0.20866728002200494)}"
0323,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0324,"{'bpm': np.float64(56.926720731624066), 'ibi': np.float64(1053.9865853658537), 'sdnn': np.float64(63.190641214666925), 'sdsd': np.float64(37.91438465252476), 'rmssd': np.float64(64.36178990674514), 'pnn20': 0.7780645161290323, 'pnn50': 0.44387096774193546, 'hr_mad': np.float64(37.50000000000006), 'sd1': np.float64(45.50560886173496), 'sd2': np.float64(76.52118819155685), 's': np.float64(10939.475682730206), 'sd1/sd2': np.float64(0.5946798519100353), 'breathingrate': np.float64(0.2892848877574635)}"
0325,"{'bpm': np.float64(61.28173535018333), 'ibi': np.float64(979.0845454545455), 'sdnn': np.float64(80.68837438663034), 'sdsd': np.float64(56.954550903608286), 'rmssd': np.float64(101.8201549858998), 'pnn20': 0.8657004830917875, 'pnn50': 0.672463768115942, 'hr_mad': np.float64(57.0), 'sd1': np.float64(71.97818304536375), 'sd2': np.float64(88.57004759774216), 's': np.float64(20028.002192322438), 'sd1/sd2': np.float64(0.8126695762010477), 'breathingrate': np.float64(0.0)}"
0326,"{'bpm': np.float64(84.13105028987461), 'ibi': np.float64(713.1730769230769), 'sdnn': np.float64(144.78853561100306), 'sdsd': np.float64(138.8592412801139), 'rmssd': np.float64(272.38575586840074), 'pnn20': 0.9444444444444444, 'pnn50': 0.8888888888888888, 'hr_mad': np.float64(99.5), 'sd1': np.float64(192.47307010605246), 'sd2': np.float64(141.6692592355366), 's': np.float64(85663.43192045821), 'sd1/sd2': np.float64(1.3586085728453652), 'breathingrate': np.float64(0.2)}"
0327,"{'bpm': np.float64(64.23682599744032), 'ibi': np.float64(934.0436590436591), 'sdnn': np.float64(47.557495199023705), 'sdsd': np.float64(23.843485800268706), 'rmssd': np.float64(37.915234885470454), 'pnn20': 0.4963579604578564, 'pnn50': 0.13527575442247658, 'hr_mad': np.float64(30.0), 'sd1': np.float64(26.80999752322098), 'sd2': np.float64(61.66893670208309), 's': np.float64(5194.133490682364), 'sd1/sd2': np.float64(0.4347407131849474), 'breathingrate': np.float64(0.2670969895943464)}"
0328,"{'bpm': np.float64(52.89865115592852), 'ibi': np.float64(1134.2444219066938), 'sdnn': np.float64(127.35602814547237), 'sdsd': np.float64(99.59263809849725), 'rmssd': np.float64(145.9333632574399), 'pnn20': 0.8562367864693446, 'pnn50': 0.6575052854122622, 'hr_mad': np.float64(67.5), 'sd1': np.float64(103.12105148103308), 'sd2': np.float64(144.45861857087615), 's': np.float64(46799.44069951047), 'sd1/sd2': np.float64(0.7138449232119611), 'breathingrate': np.float64(0.12518554285816477)}"
0329,"{'bpm': np.float64(53.27181208053692), 'ibi': np.float64(1126.2992125984251), 'sdnn': np.float64(117.36570076438615), 'sdsd': np.float64(83.30329137016518), 'rmssd': np.float64(145.4172964231212), 'pnn20': 0.8792079207920792, 'pnn50': 0.7455445544554455, 'hr_mad': np.float64(90.0), 'sd1': np.float64(102.82302782677401), 'sd2': np.float64(129.32561177657786), 's': np.float64(41775.80262379797), 'sd1/sd2': np.float64(0.7950708789563699), 'breathingrate': np.float64(0.24468893918605975)}"
0330,"{'bpm': np.float64(55.13792012534085), 'ibi': np.float64(1088.1803278688524), 'sdnn': np.float64(88.01434462011801), 'sdsd': np.float64(60.23697555737423), 'rmssd': np.float64(84.52210847126528), 'pnn20': 0.7034596375617792, 'pnn50': 0.4102141680395387, 'hr_mad': np.float64(50.0), 'sd1': np.float64(59.765265985225525), 'sd2': np.float64(107.8996060666916), 's': np.float64(20259.02724414113), 'sd1/sd2': np.float64(0.5538969803864274), 'breathingrate': np.float64(0.15818255773663356)}"
0331,"{'bpm': np.float64(64.63789511057958), 'ibi': np.float64(928.2480485689506), 'sdnn': np.float64(73.82072620034965), 'sdsd': np.float64(44.862772257123225), 'rmssd': np.float64(70.07602486033495), 'pnn20': 0.7040905134899913, 'pnn50': 0.38816362053959963, 'hr_mad': np.float64(50.0), 'sd1': np.float64(49.55103021416519), 'sd2': np.float64(91.41144094746484), 's': np.float64(14229.941540970161), 'sd1/sd2': np.float64(0.5420659569587434), 'breathingrate': np.float64(0.26161867209836864)}"
0332,"{'bpm': np.float64(74.42864949926584), 'ibi': np.float64(806.1411889596603), 'sdnn': np.float64(55.415571691064606), 'sdsd': np.float64(22.914161678320486), 'rmssd': np.float64(35.447305665040865), 'pnn20': 0.44313934863854776, 'pnn50': 0.10624666310731447, 'hr_mad': np.float64(40.0), 'sd1': np.float64(25.064791102442534), 'sd2': np.float64(73.36524158802992), 's': np.float64(5777.025893322193), 'sd1/sd2': np.float64(0.34164395236629386), 'breathingrate': np.float64(0.11851695780137875)}"
0333,"{'bpm': np.float64(71.07186957044354), 'ibi': np.float64(844.2158671586716), 'sdnn': np.float64(48.20422313767827), 'sdsd': np.float64(20.79491870969435), 'rmssd': np.float64(31.496969617824927), 'pnn20': 0.36472760849492153, 'pnn50': 0.07479224376731301, 'hr_mad': np.float64(30.0), 'sd1': np.float64(22.27172080359066), 'sd2': np.float64(64.40152695519713), 's': np.float64(4506.089474214104), 'sd1/sd2': np.float64(0.3458259742674216), 'breathingrate': np.float64(0.27318523051369753)}"
0334,"{'bpm': np.float64(46.78923847515072), 'ibi': np.float64(1282.3461538461538), 'sdnn': np.float64(219.12745541345643), 'sdsd': np.float64(122.47448713915891), 'rmssd': np.float64(251.79356624028344), 'pnn20': 1.0, 'pnn50': 0.75, 'hr_mad': np.float64(149.5), 'sd1': np.float64(86.60254037844385), 'sd2': np.float64(153.49389238663542), 's': np.float64(41761.06866370721), 'sd1/sd2': np.float64(0.5642083800982837), 'breathingrate': np.float64(0.16666666666666666)}"
0336,"{'bpm': np.float64(62.40455824599362), 'ibi': np.float64(961.4682274247492), 'sdnn': np.float64(31.18716370598785), 'sdsd': np.float64(26.650768611316362), 'rmssd': np.float64(38.89670418284437), 'pnn20': 0.531322505800464, 'pnn50': 0.14501160092807425, 'hr_mad': np.float64(19.0), 'sd1': np.float64(27.504110767054556), 'sd2': np.float64(34.33994895056111), 's': np.float64(2967.202090373931), 'sd1/sd2': np.float64(0.8009362741526482), 'breathingrate': np.float64(0.3130797773654917)}"
0337,"{'bpm': np.float64(63.82056440408576), 'ibi': np.float64(940.1358411703239), 'sdnn': np.float64(53.222020142551784), 'sdsd': np.float64(26.061373198346345), 'rmssd': np.float64(49.31946702364168), 'pnn20': 0.6989022477783586, 'pnn50': 0.30684788290642967, 'hr_mad': np.float64(40.0), 'sd1': np.float64(34.87411704012201), 'sd2': np.float64(66.69756783514758), 's': np.float64(7307.403533270661), 'sd1/sd2': np.float64(0.5228693964721216), 'breathingrate': np.float64(0.25563792777672806)}"
0338,"{'bpm': np.float64(60.168368137449), 'ibi': np.float64(997.2017167381974), 'sdnn': np.float64(73.79287563787501), 'sdsd': np.float64(62.25626921696705), 'rmssd': np.float64(86.24397037530113), 'pnn20': 0.6839959225280327, 'pnn50': 0.33537206931702346, 'hr_mad': np.float64(40.0), 'sd1': np.float64(60.981784038849554), 'sd2': np.float64(82.8556619698213), 's': np.float64(15873.481484399026), 'sd1/sd2': np.float64(0.7360002031129881), 'breathingrate': np.float64(0.1635477817756124)}"
0339,"{'bpm': np.float64(72.96170733062857), 'ibi': np.float64(822.3491773308958), 'sdnn': np.float64(62.775991101202116), 'sdsd': np.float64(19.16056055655257), 'rmssd': np.float64(30.5305330648242), 'pnn20': 0.37694419030192133, 'pnn50': 0.06404391582799634, 'hr_mad': np.float64(40.0), 'sd1': np.float64(21.588312066774744), 'sd2': np.float64(86.11700450027955), 's': np.float64(5840.600145024815), 'sd1/sd2': np.float64(0.2506858220632217), 'breathingrate': np.float64(0.22230867559606513)}"
0340,"{'bpm': np.float64(90.06773689303526), 'ibi': np.float64(666.1652892561983), 'sdnn': np.float64(121.53959645279421), 'sdsd': np.float64(14.474692191809897), 'rmssd': np.float64(19.809988479662387), 'pnn20': 0.10891089108910891, 'pnn50': 0.019801980198019802, 'hr_mad': np.float64(20.0), 'sd1': np.float64(13.855727274879921), 'sd2': np.float64(102.25170049391195), 's': np.float64(4450.919487364936), 'sd1/sd2': np.float64(0.13550608163924754), 'breathingrate': np.float64(0.26666666666666666)}"
0341,"{'bpm': np.float64(73.54670360646232), 'ibi': np.float64(815.80814717477), 'sdnn': np.float64(66.73862947529827), 'sdsd': np.float64(38.814810636366275), 'rmssd': np.float64(60.143657621083875), 'pnn20': 0.6627140974967062, 'pnn50': 0.3254281949934124, 'hr_mad': np.float64(40.0), 'sd1': np.float64(42.527538138876835), 'sd2': np.float64(84.04950168178246), 's': np.float64(11229.366549619961), 'sd1/sd2': np.float64(0.5059820378220586), 'breathingrate': np.float64(0.14496722130051704)}"
0342,"{'bpm': np.float64(47.99980408243231), 'ibi': np.float64(1250.0051020408164), 'sdnn': np.float64(43.34019408065418), 'sdsd': np.float64(34.63625279138525), 'rmssd': np.float64(63.69228823984452), 'pnn20': 0.8014440433212996, 'pnn50': 0.49097472924187724, 'hr_mad': np.float64(33.0), 'sd1': np.float64(44.79111229874112), 'sd2': np.float64(40.8071172238259), 's': np.float64(5742.191020435091), 'sd1/sd2': np.float64(1.0976299073777527), 'breathingrate': np.float64(0.3061224489795918)}"
0343,"{'bpm': np.float64(81.38779183122531), 'ibi': np.float64(737.2113022113023), 'sdnn': np.float64(45.421769775706856), 'sdsd': np.float64(23.23089412001322), 'rmssd': np.float64(36.302880588066145), 'pnn20': 0.46248462484624847, 'pnn50': 0.1033210332103321, 'hr_mad': np.float64(30.0), 'sd1': np.float64(25.669918740012946), 'sd2': np.float64(58.892580285913944), 's': np.float64(4749.358458367868), 'sd1/sd2': np.float64(0.43587695793578146), 'breathingrate': np.float64(0.28329083970737723)}"
0344,"{'bpm': np.float64(55.46663072231302), 'ibi': np.float64(1081.7314702308627), 'sdnn': np.float64(83.58741653395082), 'sdsd': np.float64(41.769705773597885), 'rmssd': np.float64(64.57728507305767), 'pnn20': 0.7034777303233679, 'pnn50': 0.35753508236729714, 'hr_mad': np.float64(50.0), 'sd1': np.float64(45.66303537055121), 'sd2': np.float64(108.66085624924567), 's': np.float64(15587.905803964803), 'sd1/sd2': np.float64(0.4202344519153208), 'breathingrate': np.float64(0.22465221029693408)}"
0345,"{'bpm': np.float64(70.05739269648592), 'ibi': np.float64(856.4406651549509), 'sdnn': np.float64(44.71443017890573), 'sdsd': np.float64(30.966485357342325), 'rmssd': np.float64(51.42620750478723), 'pnn20': 0.6879936808846762, 'pnn50': 0.32701421800947866, 'hr_mad': np.float64(30.0), 'sd1': np.float64(36.362342010743994), 'sd2': np.float64(51.935098387620236), 's': np.float64(5932.840580521226), 'sd1/sd2': np.float64(0.700149670254821), 'breathingrate': np.float64(0.19416276134748955)}"
0347,"{'bpm': np.float64(73.31481325973289), 'ibi': np.float64(818.3884992987378), 'sdnn': np.float64(58.847038098610476), 'sdsd': np.float64(36.15663448341485), 'rmssd': np.float64(60.66386149832544), 'pnn20': 0.7358219669777458, 'pnn50': 0.4206748025843503, 'hr_mad': np.float64(41.0), 'sd1': np.float64(42.89569914271908), 'sd2': np.float64(71.40647817278658), 's': np.float64(9622.795073265208), 'sd1/sd2': np.float64(0.6007255957774834), 'breathingrate': np.float64(0.2742026700484996)}"
0348,"{'bpm': np.float64(66.13225103317612), 'ibi': np.float64(907.2729124236253), 'sdnn': np.float64(49.682749729076235), 'sdsd': np.float64(23.845234138889527), 'rmssd': np.float64(38.04262250882085), 'pnn20': 0.5678496868475992, 'pnn50': 0.17640918580375783, 'hr_mad': np.float64(33.0), 'sd1': np.float64(26.8995885082321), 'sd2': np.float64(64.7968884979387), 's': np.float64(5475.8262713899585), 'sd1/sd2': np.float64(0.4151370402467369), 'breathingrate': np.float64(0.11224226370197433)}"
0349,"{'bpm': np.float64(78.67772452466737), 'ibi': np.float64(762.6046681254559), 'sdnn': np.float64(37.55415957816353), 'sdsd': np.float64(24.07055259273136), 'rmssd': np.float64(37.88127214795406), 'pnn20': 0.5599329421626152, 'pnn50': 0.1751886001676446, 'hr_mad': np.float64(21.0), 'sd1': np.float64(26.784811631743747), 'sd2': np.float64(45.80887232552626), 's': np.float64(3854.6776885005893), 'sd1/sd2': np.float64(0.5847079456880309), 'breathingrate': np.float64(0.13390337914741807)}"
0350,"{'bpm': np.float64(77.4952880076101), 'ibi': np.float64(774.2406221408966), 'sdnn': np.float64(70.05928554912045), 'sdsd': np.float64(27.64846526251617), 'rmssd': np.float64(42.91799438621715), 'pnn20': 0.5996186844613918, 'pnn50': 0.21258341277407056, 'hr_mad': np.float64(31.0), 'sd1': np.float64(30.345086384763764), 'sd2': np.float64(92.34379654765861), 's': np.float64(8803.30962048029), 'sd1/sd2': np.float64(0.3286099068831621), 'breathingrate': np.float64(0.12998676498392892)}"
0351,"{'bpm': np.float64(57.49414706397617), 'ibi': np.float64(1043.584487534626), 'sdnn': np.float64(84.790530117405), 'sdsd': np.float64(88.43102742759129), 'rmssd': np.float64(108.24892525691472), 'pnn20': 0.5180722891566265, 'pnn50': 0.2996987951807229, 'hr_mad': np.float64(20.0), 'sd1': np.float64(76.13117077055598), 'sd2': np.float64(83.69341628168449), 's': np.float64(20017.216064829274), 'sd1/sd2': np.float64(0.9096434839548612), 'breathingrate': np.float64(0.21235367504578875)}"
0352,"{'bpm': np.float64(65.75977619384645), 'ibi': np.float64(912.4118644067796), 'sdnn': np.float64(82.9361395838169), 'sdsd': np.float64(53.188180474131286), 'rmssd': np.float64(90.48180128421606), 'pnn20': 0.8372727272727273, 'pnn50': 0.5972727272727273, 'hr_mad': np.float64(58.0), 'sd1': np.float64(63.966616538667715), 'sd2': np.float64(97.61913911889434), 's': np.float64(19617.25447398672), 'sd1/sd2': np.float64(0.6552671649845238), 'breathingrate': np.float64(0.34366176252043396)}"
0353,"{'bpm': np.float64(84.04117118017388), 'ibi': np.float64(713.935790725327), 'sdnn': np.float64(42.45543978175271), 'sdsd': np.float64(31.538711680522404), 'rmssd': np.float64(39.338276525541886), 'pnn20': 0.25952380952380955, 'pnn50': 0.10357142857142858, 'hr_mad': np.float64(20.0), 'sd1': np.float64(27.81636081766128), 'sd2': np.float64(53.246788172436), 's': np.float64(4653.113008657419), 'sd1/sd2': np.float64(0.5224044824559172), 'breathingrate': np.float64(0.283135138736218)}"
0354,"{'bpm': np.float64(64.8747811101537), 'ibi': np.float64(924.8586118251928), 'sdnn': np.float64(55.791505550990784), 'sdsd': np.float64(28.091227975955544), 'rmssd': np.float64(48.4417685295614), 'pnn20': 0.6512345679012346, 'pnn50': 0.2674897119341564, 'hr_mad': np.float64(30.0), 'sd1': np.float64(34.2534837072387), 'sd2': np.float64(71.08226049586244), 's': np.float64(7649.1970794864665), 'sd1/sd2': np.float64(0.4818851211018047), 'breathingrate': np.float64(0.32242821802818467)}"
0355,"{'bpm': np.float64(84.65784398483741), 'ibi': np.float64(708.7352710133542), 'sdnn': np.float64(45.9845920635572), 'sdsd': np.float64(19.277266593009777), 'rmssd': np.float64(32.378218860891245), 'pnn20': 0.46147798742138363, 'pnn50': 0.07547169811320754, 'hr_mad': np.float64(30.0), 'sd1': np.float64(22.894841247222757), 'sd2': np.float64(60.88445388408814), 's': np.float64(4379.191368549572), 'sd1/sd2': np.float64(0.37603755616844275), 'breathingrate': np.float64(0.17734033827669524)}"
0356,"{'bpm': np.float64(75.97018197763649), 'ibi': np.float64(789.7835497835498), 'sdnn': np.float64(32.985797207487145), 'sdsd': np.float64(13.780220663071315), 'rmssd': np.float64(22.759994311081503), 'pnn20': 0.2817919075144509, 'pnn50': 0.017341040462427744, 'hr_mad': np.float64(20.0), 'sd1': np.float64(16.093717121790654), 'sd2': np.float64(43.80264744912579), 's': np.float64(2214.657627142382), 'sd1/sd2': np.float64(0.3674142559643812), 'breathingrate': np.float64(0.2831981290652635)}"
0357,"{'bpm': np.float64(62.589496819740916), 'ibi': np.float64(958.6272944932163), 'sdnn': np.float64(46.42046417730028), 'sdsd': np.float64(24.877298646278096), 'rmssd': np.float64(44.59427183770816), 'pnn20': 0.6282973621103117, 'pnn50': 0.24620303756994405, 'hr_mad': np.float64(30.0), 'sd1': np.float64(31.53291201851972), 'sd2': np.float64(57.620795078334424), 's': np.float64(5708.121363824604), 'sd1/sd2': np.float64(0.5472488183415606), 'breathingrate': np.float64(0.24975856671883845)}"
0358,"{'bpm': np.float64(74.48735759933314), 'ibi': np.float64(805.5058191584602), 'sdnn': np.float64(27.70284854532184), 'sdsd': np.float64(23.269544859950194), 'rmssd': np.float64(30.24393063908513), 'pnn20': 0.24551971326164876, 'pnn50': 0.06182795698924731, 'hr_mad': np.float64(20.0), 'sd1': np.float64(21.385688444632684), 'sd2': np.float64(32.84614047931102), 's': np.float64(2206.771945793727), 'sd1/sd2': np.float64(0.6510867984049148), 'breathingrate': np.float64(0.16671297582661848)}"
0359,"{'bpm': np.float64(70.67491207307519), 'ibi': np.float64(848.9575471698113), 'sdnn': np.float64(59.29696681305804), 'sdsd': np.float64(21.31078693110996), 'rmssd': np.float64(33.60164156982335), 'pnn20': 0.4346389806512506, 'pnn50': 0.09438414346389806, 'hr_mad': np.float64(30.0), 'sd1': np.float64(23.759920258767732), 'sd2': np.float64(80.41370731492253), 's': np.float64(6002.400039850668), 'sd1/sd2': np.float64(0.2954710216968016), 'breathingrate': np.float64(0.0)}"
